,Titles,NER
4969,fendi razor tote bag _ 54099,"(0, 5, 'Brand'),(6, 11, 'Style'),(12, 16, 'Type'),(17, 20, 'Type'),(21, 22, 'No Tag'),(23, 28, 'No Tag')"
4975,louis vuitton monogram artsy gm hobo bag 10lv719,"(0, 13, 'Brand'),(14, 22, 'Pattern'),(23, 31, 'Model'),(32, 36, 'Type'),(37, 40, 'Type'),(41, 48, 'MPN')"
4981,louis vuitton looping shoulder bag gm brown leather,"(0, 13, 'Brand'),(14, 21, 'Model'),(22, 30, 'Type'),(31, 34, 'Type'),(35, 37, 'Model'),(38, 43, 'Color'),(44, 51, 'Material')"
4988,chanel hand bag reds lamb skin 3004140,"(0, 6, 'Brand'),(7, 15, 'Type'),(16, 20, 'Color'),(21, 30, 'Material'),(31, 38, 'No Tag')"
4993,nwt $ 628 tory burch kira chevron quilted distressed leather tote bag new cream,"(0, 3, 'No Tag'),(4, 5, 'No Tag'),(6, 9, 'No Tag'),(10, 20, 'Brand'),(21, 25, 'Model'),(26, 33, 'Pattern'),(34, 41, 'Accents'),(42, 52, 'Fabric Type'),(53, 60, 'Material'),(61, 65, 'Type'),(66, 69, 'Type'),(70, 73, 'No Tag'),(74, 79, 'Color')"
5006,authentic gucci tote bag gg pvc leather brown beige e5190,"(0, 9, 'No Tag'),(10, 15, 'Brand'),(16, 20, 'Type'),(21, 24, 'Type'),(25, 27, 'Brand'),(28, 39, 'Material'),(40, 45, 'Color'),(46, 51, 'Color'),(52, 57, 'No Tag')"
5015,nwt harveys disney haunted mansion vertical medium streamline tote,"(0, 3, 'No Tag'),(4, 18, 'Brand'),(19, 34, 'Character Family'),(35, 43, 'Style'),(44, 50, 'Size'),(51, 61, 'Style'),(62, 66, 'Type')"
5022,authentic fossil woven straw fabric handbag purse with leather trim # 75082 brown,"(0, 9, 'No Tag'),(10, 16, 'Brand'),(17, 22, 'Fabric Type'),(23, 35, 'Material'),(36, 43, 'Type'),(44, 49, 'Type'),(50, 54, 'No Tag'),(55, 62, 'Trim Material'),(63, 67, 'No Tag'),(68, 69, 'No Tag'),(70, 75, 'No Tag'),(76, 81, 'Color')"
5034,camouflage western cross body handbag concealed carry purse single shoulder bag,"(0, 10, 'Pattern'),(11, 18, 'Brand'),(19, 29, 'Type'),(30, 37, 'Type'),(38, 53, 'Pocket Type'),(54, 59, 'Type'),(60, 66, 'Handle Style'),(67, 75, 'Type'),(34, 37, 'Type')"
5043,designer retro rivet chain shoulder bag women luxury handbag messenger bags,"(0, 8, 'No Tag'),(9, 14, 'Style'),(15, 20, 'Accents'),(21, 26, 'Handle/Strap Material'),(27, 35, 'Type'),(36, 39, 'Type'),(40, 45, 'Department'),(46, 52, 'Theme'),(53, 60, 'Type'),(61, 70, 'Type'),(71, 75, 'Type')"
5054,authentic balenciaga classic city 2way shoulder hand bag denim navy blue d9264,"(0, 9, 'No Tag'),(10, 20, 'Brand'),(21, 28, 'Model'),(29, 33, 'Product Line'),(34, 38, 'Features'),(39, 47, 'Type'),(48, 56, 'Type'),(57, 62, 'Fabric Type'),(63, 67, 'Color'),(68, 72, 'Color'),(73, 78, 'No Tag')"
5065,women 's clutch purse handbag gold chain straps studded clasp green,"(0, 8, 'Department'),(9, 15, 'Type'),(16, 21, 'Type'),(22, 29, 'Type'),(30, 34, 'Color'),(35, 40, 'Handle/Strap Material'),(41, 47, 'Handle Style'),(48, 55, 'Accents'),(56, 61, 'Closure'),(62, 67, 'Color')"
5075,dooney & bourke croco embossed leather tassel bag tote w / extra ( 900,"(0, 15, 'Brand'),(16, 21, 'Pattern'),(22, 30, 'Accents'),(31, 38, 'Material'),(39, 45, 'Accents'),(46, 49, 'Type'),(50, 54, 'Type'),(55, 56, 'No Tag'),(57, 58, 'No Tag'),(59, 64, 'No Tag'),(65, 66, 'No Tag'),(67, 70, 'No Tag')"
5087,louis vuitton totally mm damier azur tote purse bag n51262,"(0, 13, 'Brand'),(14, 21, 'No Tag'),(22, 24, 'Model'),(25, 31, 'Product Line'),(32, 36, 'Color'),(37, 41, 'Type'),(42, 47, 'Type'),(48, 51, 'Type'),(52, 58, 'MPN')"
5096,new steve madden foldover magnetic clutch in teal,"(0, 3, 'No Tag'),(4, 16, 'Brand'),(17, 25, 'Features'),(26, 34, 'Closure'),(35, 41, 'Type'),(42, 44, 'No Tag'),(45, 49, 'Color')"
5103,vtg bag by francois california lt brown faux leather satchel / turn lock 9x9 .5 euc,"(0, 3, 'No Tag'),(4, 7, 'Type'),(8, 10, 'No Tag'),(11, 30, 'Brand'),(31, 33, 'No Tag'),(34, 39, 'Color'),(40, 52, 'Material'),(53, 60, 'Type'),(61, 62, 'No Tag'),(63, 72, 'Closure'),(73, 76, 'No Tag'),(0, 2, 'No Tag'),(80, 83, 'No Tag')"
5116,❤ brahmin small norah black corsica white stripe leather croc ~ crane harrison ❤,"(0, 1, 'No Tag'),(2, 9, 'Brand'),(10, 15, 'Size'),(16, 21, 'Model'),(22, 27, 'Color'),(28, 35, 'Color'),(36, 41, 'Color'),(42, 48, 'Pattern'),(49, 56, 'Material'),(57, 61, 'Pattern'),(62, 63, 'No Tag'),(64, 69, 'No Tag'),(70, 78, 'No Tag'),(0, 1, 'No Tag')"
5130,wedding bridal purse clutch indian traditional party hand potli bags,"(0, 14, 'Occasion'),(15, 20, 'Type'),(21, 27, 'Type'),(28, 46, 'Theme'),(47, 52, 'Occasion'),(53, 57, 'Type'),(58, 63, 'Pattern'),(64, 68, 'Type')"
5138,auth louis vuitton delightful mm monogram m40353 external leather damage ala433,"(0, 4, 'No Tag'),(5, 18, 'Brand'),(19, 32, 'Model'),(33, 41, 'Pattern'),(42, 48, 'MPN'),(49, 57, 'No Tag'),(58, 65, 'Material'),(66, 72, 'No Tag'),(73, 79, 'No Tag')"
5147,louis vuitton on-the-go gm 2way handbag m45320 monogram giant pvc canvas used,"(0, 13, 'Brand'),(11, 23, 'Model'),(27, 31, 'Features'),(32, 39, 'Type'),(40, 46, 'MPN'),(47, 55, 'Pattern'),(56, 61, 'Size'),(62, 65, 'Material'),(66, 72, 'Fabric Type'),(73, 77, 'No Tag')"
5157,authentic 100 % wayuu mochila colombian bag large 9 colors matizada rare crossbod,"(0, 9, 'No Tag'),(10, 13, 'No Tag'),(14, 15, 'No Tag'),(16, 21, 'Brand'),(22, 29, 'Model'),(30, 39, 'Country/Region of Manufacture'),(40, 43, 'Type'),(44, 49, 'Size'),(50, 51, 'No Tag'),(52, 58, 'No Tag'),(59, 67, 'No Tag'),(68, 72, 'No Tag'),(73, 81, 'No Tag')"
5170,balenciaga the city 115748 shoulder hand tote bag champagne leather classic,"(0, 10, 'Brand'),(11, 14, 'Model'),(15, 19, 'Product Line'),(20, 26, 'No Tag'),(27, 35, 'Type'),(36, 40, 'Type'),(41, 45, 'Type'),(46, 49, 'Type'),(50, 59, 'Color'),(60, 67, 'Material'),(68, 75, 'Model')"
5181,authentic nwt gucci gg guccissima sun orange micro leather messenger sling !,"(0, 9, 'No Tag'),(10, 13, 'No Tag'),(14, 19, 'Brand'),(20, 22, 'Brand'),(23, 33, 'Product Line'),(34, 37, 'Color'),(38, 44, 'Color'),(45, 50, 'Size'),(51, 58, 'Material'),(59, 68, 'Type'),(69, 74, 'Handle Style'),(75, 76, 'No Tag')"
5193,authentic gucci shoulder cross body bag gg canvas leather brown beige b6528,"(0, 9, 'No Tag'),(10, 15, 'Brand'),(16, 24, 'Type'),(25, 35, 'Type'),(36, 39, 'Type'),(40, 42, 'Brand'),(43, 49, 'Fabric Type'),(50, 57, 'Material'),(58, 63, 'Color'),(64, 69, 'Color'),(70, 75, 'No Tag')"
5204,water resistant nylon stud small mini backpack rucksack travel bag purse daypack,"(0, 15, 'Features'),(16, 21, 'Material'),(22, 26, 'Accents'),(27, 37, 'Size'),(38, 46, 'Type'),(47, 55, 'Type'),(56, 62, 'Occasion'),(63, 66, 'Type'),(67, 72, 'Type'),(73, 80, 'Type')"
5214,authentic louis vuitton monogram neverfull mm tote bag m40156 junk lv e5106,"(0, 9, 'No Tag'),(10, 23, 'Brand'),(24, 32, 'Pattern'),(33, 45, 'Model'),(46, 50, 'Type'),(51, 54, 'Type'),(55, 61, 'MPN'),(62, 66, 'No Tag'),(67, 69, 'Brand'),(70, 75, 'No Tag')"
5224,chanel black quilted calfskin logo chain around hobo foldover shoulder bag,"(0, 6, 'Brand'),(7, 12, 'Color'),(13, 20, 'Accents'),(21, 29, 'Material'),(30, 34, 'Accents'),(35, 40, 'Handle/Strap Material'),(41, 47, 'No Tag'),(48, 52, 'Type'),(53, 61, 'Features'),(62, 70, 'Type'),(71, 74, 'Type')"
5235,chanel phone holder clutch quilted patent mini,"(0, 6, 'Brand'),(7, 26, 'Type'),(27, 34, 'Features'),(35, 41, 'Material'),(42, 46, 'Size')"
5240,fendi shopper tote perforated zucca coated canvas,"(0, 5, 'Brand'),(6, 13, 'Type'),(14, 18, 'Type'),(19, 29, 'Accents'),(30, 35, 'Pattern'),(36, 49, 'Fabric Type')"
5246,the north face borealis women 's backpack zinc grey heather-powder blue,"(0, 14, 'Brand'),(15, 23, 'Model'),(24, 32, 'Department'),(33, 41, 'Type'),(42, 46, 'Color'),(47, 51, 'Color'),(52, 66, 'No Tag'),(67, 71, 'Color')"
5254,2013 chanel quilted black calf leather handbag tote shopper bag gold hardware,"(0, 4, 'No Tag'),(5, 11, 'Brand'),(12, 19, 'Features'),(20, 25, 'Color'),(26, 38, 'Material'),(39, 46, 'Type'),(47, 51, 'Type'),(52, 59, 'Type'),(43, 46, 'Type'),(64, 68, 'Color'),(69, 77, 'No Tag')"
5265,authentic chanel lamb skin matelasse chain shoulder tote bag black cc d8561,"(0, 9, 'No Tag'),(10, 16, 'Brand'),(17, 26, 'Material'),(27, 36, 'Pattern'),(37, 42, 'Handle/Strap Material'),(43, 51, 'Type'),(52, 56, 'Type'),(57, 60, 'Type'),(61, 66, 'Color'),(67, 69, 'Brand'),(70, 75, 'No Tag')"
5276,louis vuitton judy mm 2way hand bag sr0131 monogram multi-color m40255 30418,"(0, 13, 'Brand'),(14, 21, 'Model'),(22, 26, 'Features'),(27, 35, 'Type'),(36, 42, 'No Tag'),(43, 51, 'Pattern'),(52, 63, 'Color'),(64, 70, 'MPN'),(71, 76, 'No Tag')"
5285,authentic chanel lamb skin chocolate bar hand bag khaki green e7899,"(0, 9, 'No Tag'),(10, 16, 'Brand'),(17, 26, 'Material'),(27, 40, 'Product Line'),(41, 49, 'Type'),(50, 55, 'Color'),(56, 61, 'Color'),(62, 67, 'No Tag')"
5293,"fossil floral canvas shoulder bag brown , green , red , plum outside pocket euc","(0, 6, 'Brand'),(7, 13, 'Pattern'),(14, 20, 'Fabric Type'),(21, 29, 'Type'),(30, 33, 'Type'),(34, 39, 'Color'),(40, 41, 'No Tag'),(42, 47, 'Color'),(40, 41, 'No Tag'),(50, 53, 'Color'),(40, 41, 'No Tag'),(56, 60, 'Color'),(61, 75, 'Pocket Type'),(76, 79, 'No Tag')"
5307,blue q messenger bag all are retired styles ! beautiful gift !,"(0, 6, 'Brand'),(7, 16, 'Type'),(17, 20, 'Type'),(21, 24, 'No Tag'),(25, 28, 'No Tag'),(29, 36, 'No Tag'),(37, 43, 'No Tag'),(44, 45, 'No Tag'),(46, 55, 'No Tag'),(56, 60, 'No Tag'),(44, 45, 'No Tag')"
5318,bottega veneta convertible flat zip tote intrecciato nappa large,"(0, 14, 'Brand'),(15, 26, 'Features'),(27, 31, 'Style'),(32, 35, 'Closure'),(36, 40, 'Type'),(41, 52, 'Pattern'),(53, 58, 'Material'),(59, 64, 'Size')"
5326,vintage bottega veneta shoulder bag,"(0, 7, 'No Tag'),(8, 22, 'Brand'),(23, 31, 'Type'),(32, 35, 'Type')"
5330,women large tote laundry bag mesh beach travel foldable wash bag zipper bathroom,"(0, 5, 'Department'),(6, 11, 'Size'),(12, 16, 'Type'),(17, 24, 'Obscure'),(25, 28, 'Type'),(29, 33, 'Fabric Type'),(34, 39, 'Occasion'),(40, 46, 'Occasion'),(47, 55, 'Features'),(56, 60, 'Obscure'),(25, 28, 'Type'),(65, 71, 'Closure'),(72, 80, 'Obscure')"
5343,celine macadam duffle bag travel travel large capacity hand bag brown,"(0, 6, 'Brand'),(7, 14, 'Pattern'),(15, 21, 'Type'),(22, 25, 'Type'),(26, 39, 'Occasion'),(40, 45, 'Size'),(46, 54, 'No Tag'),(55, 63, 'Type'),(64, 69, 'Color')"
5352,kipling mikaela travel shoulder crossbody bag shell grey,"(0, 7, 'Brand'),(8, 15, 'Model'),(16, 22, 'Occasion'),(23, 31, 'Type'),(32, 41, 'Type'),(42, 45, 'Type'),(46, 51, 'Color'),(52, 56, 'Color')"
5360,auth goyard saint louis pm bordeaux brown cream coated canvas & leather tote bag,"(0, 4, 'No Tag'),(5, 11, 'Brand'),(12, 26, 'Product Line'),(27, 35, 'Color'),(36, 41, 'Color'),(42, 47, 'Color'),(48, 61, 'Fabric Type'),(62, 63, 'No Tag'),(64, 71, 'Material'),(72, 76, 'Type'),(77, 80, 'Type')"
5371,louis vuitton anilla rochelle belt bag waist pouch fanny pack 860232,"(0, 13, 'Brand'),(14, 29, 'Model'),(30, 34, 'Type'),(35, 38, 'Type'),(39, 50, 'Type'),(51, 61, 'Type'),(62, 68, 'No Tag')"
5378,"the sak pax 106594 black genuine leather medium shoulder / x-body bag , nwt","(0, 7, 'Brand'),(8, 11, 'Model'),(12, 18, 'MPN'),(19, 24, 'Color'),(25, 32, 'No Tag'),(33, 40, 'Material'),(41, 47, 'Size'),(48, 56, 'Type'),(57, 58, 'No Tag'),(10, 16, 'Handle Style'),(66, 69, 'Type'),(70, 71, 'No Tag'),(72, 75, 'No Tag')"
5391,louis vuitton 2005 lv cup monogram mini lin tangier brown tote bag # 6 rise-on,"(0, 13, 'Brand'),(14, 18, 'No Tag'),(19, 21, 'Brand'),(22, 25, 'Product Line'),(26, 34, 'Pattern'),(35, 39, 'Size'),(40, 51, 'Product Line'),(52, 57, 'Color'),(58, 62, 'Type'),(63, 66, 'Type'),(67, 68, 'No Tag'),(69, 70, 'No Tag'),(71, 78, 'No Tag')"
5404,valentino garavani v ring medium shoulder bag black red 265766,"(0, 18, 'Brand'),(0, 6, 'Model'),(26, 32, 'Size'),(33, 41, 'Type'),(42, 45, 'Type'),(46, 51, 'Color'),(52, 55, 'Color'),(56, 62, 'No Tag')"
5412,louis vuitton damier azur siracusa mm shoulder bag n41112,"(0, 13, 'Brand'),(14, 20, 'Product Line'),(21, 25, 'Color'),(26, 37, 'Model'),(38, 46, 'Type'),(47, 50, 'Type'),(51, 57, 'MPN')"
5419,designer women 's genuine leather multi-color handbag satchel tote shoulder bag,"(0, 8, 'No Tag'),(9, 17, 'Department'),(18, 25, 'No Tag'),(26, 33, 'Material'),(34, 45, 'Color'),(46, 53, 'Type'),(54, 61, 'Type'),(62, 66, 'Type'),(67, 75, 'Type'),(50, 53, 'Type')"
5429,37459 auth miu miu camel brown suede leather shoulder bag,"(0, 5, 'No Tag'),(6, 10, 'No Tag'),(11, 18, 'Brand'),(19, 24, 'Color'),(25, 30, 'Color'),(31, 44, 'Material'),(45, 53, 'Type'),(54, 57, 'Type')"
5437,nwt kipling hb7686 sidney crossbody shoulder bag nylon piercing posies multi 109,"(0, 3, 'No Tag'),(4, 11, 'Brand'),(12, 18, 'MPN'),(19, 25, 'Model'),(26, 44, 'Type'),(45, 48, 'Type'),(49, 54, 'Material'),(55, 63, 'Color'),(64, 70, 'Color'),(71, 76, 'Color'),(77, 80, 'No Tag')"
5448,isaac mizrahi leather quilted shoulder bag gold chain crossbody leather,"(0, 13, 'Brand'),(14, 21, 'Material'),(22, 29, 'Features'),(30, 38, 'Type'),(39, 42, 'Type'),(43, 47, 'Color'),(48, 53, 'Handle/Strap Material'),(54, 63, 'Type'),(14, 21, 'Material')"
5457,louis vuitton lv hand bag m95224speedy30 brown monogram 412542,"(0, 13, 'Brand'),(14, 16, 'Brand'),(17, 25, 'Type'),(26, 40, 'No Tag'),(41, 46, 'Color'),(47, 55, 'Pattern'),(56, 62, 'No Tag')"
5464,vintage 90 's pioneer express route 66 tapestry cross body travel bag,"(0, 7, 'No Tag'),(8, 13, 'Theme'),(14, 29, 'Brand'),(30, 38, 'Model'),(39, 47, 'Accents'),(48, 58, 'Type'),(59, 65, 'Occasion'),(66, 69, 'Type')"
5472,auth kas02 chanel coco mark handbag with seal material aging junk from japan,"(0, 4, 'No Tag'),(5, 10, 'Obscure'),(11, 17, 'Brand'),(18, 22, 'Product Line'),(23, 27, 'Accents'),(28, 35, 'Type'),(36, 40, 'No Tag'),(41, 45, 'No Tag'),(46, 54, 'No Tag'),(55, 60, 'No Tag'),(61, 65, 'No Tag'),(66, 70, 'No Tag'),(71, 76, 'No Tag')"
5485,telfar shopping bag small dark olive 100 % authentic presale confirmed,"(0, 6, 'Brand'),(7, 19, 'Product Line'),(20, 25, 'Size'),(26, 30, 'Color'),(31, 36, 'Color'),(37, 40, 'No Tag'),(41, 42, 'No Tag'),(43, 52, 'No Tag'),(53, 60, 'No Tag'),(61, 70, 'No Tag')"
5495,urban expression red hester clutch crossbody wallet wristlet purse nwot,"(0, 16, 'Brand'),(17, 20, 'Color'),(21, 27, 'Model'),(28, 34, 'Type'),(35, 44, 'Type'),(45, 51, 'Type'),(52, 60, 'Handle Style'),(61, 66, 'Type'),(67, 71, 'No Tag')"
5504,auth fendi 20aw canvas shopper tote bag 8bh380 ivory ( 138809,"(0, 4, 'No Tag'),(5, 10, 'Brand'),(11, 15, 'Model'),(16, 22, 'Fabric Type'),(23, 30, 'Type'),(31, 35, 'Type'),(36, 39, 'Type'),(40, 46, 'MPN'),(47, 52, 'Color'),(53, 54, 'No Tag'),(55, 61, 'No Tag')"
5515,goyard senat gm clutch bag black,"(0, 6, 'Brand'),(7, 15, 'Model'),(16, 22, 'Type'),(23, 26, 'Type'),(27, 32, 'Color')"
5520,goyard black goyardine canvas ambassade gm ( authentic pre-owned ) women 's,"(0, 6, 'Brand'),(7, 12, 'Color'),(13, 22, 'Product Line'),(23, 29, 'Fabric Type'),(30, 42, 'Model'),(43, 44, 'No Tag'),(45, 54, 'No Tag'),(55, 64, 'No Tag'),(65, 66, 'No Tag'),(67, 75, 'Department')"
5530,nwt coach the originals turnlock leather crossbody bag emerald green / brass,"(0, 3, 'No Tag'),(4, 9, 'Brand'),(10, 23, 'Model'),(24, 32, 'Closure'),(33, 40, 'Material'),(41, 50, 'Type'),(51, 54, 'Type'),(55, 62, 'Color'),(63, 68, 'Color'),(69, 70, 'No Tag'),(71, 76, 'Hardware Material')"
5541,vintage gucci gg blue monogram foldover clutch handbag hand carry purse 70 's era,"(0, 7, 'No Tag'),(8, 13, 'Brand'),(14, 16, 'Brand'),(17, 21, 'Color'),(22, 30, 'Pattern'),(31, 39, 'Features'),(40, 46, 'Type'),(47, 59, 'Type'),(60, 65, 'Type'),(66, 71, 'Type'),(72, 81, 'Theme')"
5552,louis vuitton small monogram neverfull bag tote bag 862936,"(0, 13, 'Brand'),(14, 19, 'Size'),(20, 28, 'Pattern'),(29, 38, 'Model'),(39, 42, 'Type'),(43, 47, 'Type'),(39, 42, 'Type'),(52, 58, 'No Tag')"
5560,patricia nash micaela rose tooled leather shoulder bag safflower blue-nwt cute !,"(0, 13, 'Brand'),(14, 21, 'Model'),(22, 33, 'Accents'),(34, 41, 'Material'),(42, 50, 'Type'),(51, 54, 'Type'),(55, 64, 'Pattern'),(65, 73, 'No Tag'),(74, 78, 'No Tag'),(79, 80, 'No Tag')"
5570,fila cotton canvas tote bag a4 size compatible 2way tokyo,"(0, 4, 'Brand'),(5, 11, 'Material'),(12, 18, 'Fabric Type'),(19, 23, 'Type'),(24, 27, 'Type'),(28, 30, 'Size'),(31, 35, 'No Tag'),(36, 46, 'No Tag'),(47, 51, 'Features'),(52, 57, 'Country/Region of Manufacture')"
5580,louis vuitton epi malesherbes hand bag leather noir black m52372 purse 90122503,"(0, 13, 'Brand'),(14, 17, 'Material'),(18, 29, 'Model'),(30, 38, 'Type'),(39, 46, 'Material'),(47, 51, 'Color'),(52, 57, 'Color'),(58, 64, 'MPN'),(65, 70, 'Type'),(71, 79, 'No Tag')"
5590,3 of 10 made coach bonnie cashin xl carry tote shanghai china orange leather bag,"(0, 1, 'No Tag'),(2, 4, 'No Tag'),(5, 7, 'No Tag'),(8, 12, 'No Tag'),(13, 18, 'Brand'),(19, 32, 'Model'),(33, 35, 'Size'),(36, 41, 'Type'),(42, 46, 'Type'),(47, 61, 'Theme'),(62, 68, 'Color'),(69, 76, 'Material'),(77, 80, 'Type')"
5603,auth louis vuitton monogram vernis rayures alma bb handbag shoulder bag e44245a,"(0, 4, 'No Tag'),(5, 18, 'Brand'),(19, 27, 'Pattern'),(28, 34, 'Product Line'),(35, 50, 'Model'),(51, 58, 'Type'),(59, 67, 'Type'),(55, 58, 'Type'),(72, 79, 'No Tag')"
5612,msgm 2642mdz200 / logo / daypack / backpack / nylon / blk,"(0, 4, 'Brand'),(5, 15, 'MPN'),(16, 17, 'No Tag'),(18, 22, 'Accents'),(16, 17, 'No Tag'),(25, 32, 'Type'),(16, 17, 'No Tag'),(35, 43, 'Type'),(16, 17, 'No Tag'),(46, 51, 'Material'),(16, 17, 'No Tag'),(54, 57, 'Color')"
5624,chanel boy flap bag caviar new medium taupe / beige aged silver hardware,"(0, 6, 'Brand'),(7, 10, 'Product Line'),(11, 15, 'Type'),(16, 19, 'Type'),(20, 26, 'Product Line'),(27, 30, 'No Tag'),(31, 37, 'Size'),(38, 43, 'Color'),(44, 45, 'No Tag'),(46, 51, 'Color'),(52, 56, 'Color'),(57, 63, 'Color'),(64, 72, 'No Tag')"
5637,auth gucci gg canvas interlocking g shoulder bag black canvas / leather - e47994a,"(0, 4, 'No Tag'),(5, 10, 'Brand'),(11, 13, 'Brand'),(14, 20, 'Fabric Type'),(21, 35, 'Accents'),(36, 44, 'Type'),(45, 48, 'Type'),(49, 54, 'Color'),(14, 20, 'Fabric Type'),(62, 63, 'No Tag'),(64, 71, 'Material'),(72, 73, 'No Tag'),(74, 81, 'No Tag')"
5650,women genuine cow leather shoulder messenger bag handbag purse mini coffee,"(0, 5, 'Department'),(6, 13, 'No Tag'),(14, 25, 'Material'),(26, 34, 'Type'),(35, 44, 'Type'),(45, 48, 'Type'),(49, 56, 'Type'),(57, 62, 'Type'),(63, 67, 'Size'),(68, 74, 'Color')"
5660,fossil brown leather handbag 75082,"(0, 6, 'Brand'),(7, 12, 'Color'),(13, 20, 'Material'),(21, 28, 'Type'),(29, 34, 'No Tag')"
5665,louis vuitton bag montorgueil gm shoulder monogram m95565,"(0, 13, 'Brand'),(14, 17, 'Type'),(18, 32, 'Model'),(33, 41, 'Type'),(42, 50, 'Pattern'),(51, 57, 'MPN')"
5671,nice large black pebbled leather antonio melani tote or shopper bag,"(0, 4, 'No Tag'),(5, 10, 'Size'),(11, 16, 'Color'),(17, 24, 'Pattern'),(25, 32, 'Material'),(33, 40, 'Brand'),(41, 47, 'Brand'),(48, 52, 'Type'),(53, 55, 'No Tag'),(56, 63, 'Type'),(64, 67, 'Type')"
5682,louis vuitton sac bandouliere 30 crossbody shoulder bag purse monogram m51364,"(0, 13, 'Brand'),(14, 17, 'Model'),(18, 29, 'Type'),(30, 32, 'Model'),(33, 42, 'Type'),(43, 51, 'Type'),(52, 55, 'Type'),(56, 61, 'Type'),(62, 70, 'Pattern'),(71, 77, 'MPN')"
5692,michael kors charlotte ciara large zip tote shoulder bag purse vanilla signature,"(0, 12, 'Brand'),(13, 22, 'Product Line'),(23, 28, 'Model'),(29, 34, 'Size'),(35, 38, 'Closure'),(39, 43, 'Type'),(44, 52, 'Type'),(53, 56, 'Type'),(57, 62, 'Type'),(63, 70, 'Color'),(71, 80, 'Pattern')"
5703,beach basic canvas tote rope handle bag,"(0, 5, 'Occasion'),(6, 11, 'No Tag'),(12, 18, 'Fabric Type'),(19, 23, 'Type'),(24, 28, 'Handle/Strap Material'),(29, 35, 'Handle Style'),(36, 39, 'Type')"
5710,auth louis vuitton brea mm m91456 corail monogram vernis dr2163 womens handbag,"(0, 4, 'No Tag'),(5, 18, 'Brand'),(19, 26, 'Model'),(27, 33, 'MPN'),(34, 40, 'Obscure'),(41, 49, 'Pattern'),(50, 56, 'Product Line'),(57, 63, 'No Tag'),(64, 70, 'Department'),(71, 78, 'Type')"
5720,leather crossbody bag in brown + green color for women by pohvalin,"(0, 7, 'Material'),(8, 17, 'Type'),(18, 21, 'Type'),(22, 24, 'No Tag'),(25, 30, 'Color'),(31, 32, 'No Tag'),(33, 38, 'Color'),(39, 44, 'No Tag'),(45, 48, 'No Tag'),(49, 54, 'Department'),(55, 57, 'No Tag'),(58, 66, 'Brand')"
5732,auth fendi zucca pattern tote bag pvc purple from japan 1118 * 3370,"(0, 4, 'No Tag'),(5, 10, 'Brand'),(11, 16, 'Pattern'),(17, 24, 'No Tag'),(25, 29, 'Type'),(30, 33, 'Type'),(34, 37, 'Material'),(38, 44, 'Color'),(45, 49, 'No Tag'),(50, 55, 'No Tag'),(56, 60, 'Obscure'),(61, 62, 'Obscure'),(63, 67, 'Obscure')"
5745,rare vtg gianni versace 1991 checker flower bead handle bag,"(0, 4, 'No Tag'),(5, 8, 'No Tag'),(9, 23, 'Brand'),(24, 28, 'Style'),(29, 36, 'Pattern'),(37, 43, 'Pattern'),(44, 48, 'Handle/Strap Material'),(49, 55, 'Handle Style'),(56, 59, 'Type')"
5754,hugo boss crossbody shoulder black leather messenger bag,"(0, 9, 'Brand'),(10, 19, 'Type'),(20, 28, 'Type'),(29, 34, 'Color'),(35, 42, 'Material'),(43, 52, 'Type'),(53, 56, 'Type')"
5761,4 pieces women leather handbag casual shoulder bag tote messenger bag ladies new,"(0, 1, 'No Tag'),(2, 8, 'No Tag'),(9, 14, 'Department'),(15, 22, 'Material'),(23, 30, 'Type'),(31, 37, 'Occasion'),(38, 46, 'Type'),(27, 30, 'Type'),(51, 55, 'Type'),(56, 65, 'Type'),(27, 30, 'Type'),(70, 76, 'Department'),(77, 80, 'No Tag')"
5774,women 's backpack anti-theft school travel shoulder bag satchel handbags rucksack,"(0, 8, 'Department'),(9, 17, 'Type'),(18, 28, 'Features'),(29, 42, 'Occasion'),(43, 51, 'Type'),(52, 55, 'Type'),(56, 63, 'Type'),(64, 72, 'Type'),(73, 81, 'Type')"
5783,100 % authentic coach penelope signature black shoulder bag # 14422,"(0, 3, 'No Tag'),(4, 5, 'No Tag'),(6, 15, 'No Tag'),(16, 21, 'Brand'),(22, 30, 'Model'),(31, 40, 'Pattern'),(41, 46, 'Color'),(47, 55, 'Type'),(56, 59, 'Type'),(60, 61, 'No Tag'),(62, 67, 'No Tag')"
5794,louis vuitton monogram vernis bedford hand bag beige m91006 lv auth hk199,"(0, 13, 'Brand'),(14, 22, 'Pattern'),(23, 29, 'Product Line'),(30, 37, 'Model'),(38, 46, 'Type'),(47, 52, 'Color'),(53, 59, 'MPN'),(60, 62, 'Brand'),(63, 67, 'No Tag'),(68, 73, 'No Tag')"
5804,100 % authentic chanel 2.55 double flap shoulder bag quilted leather beige medium,"(0, 3, 'No Tag'),(4, 5, 'No Tag'),(6, 15, 'No Tag'),(16, 22, 'Brand'),(23, 27, 'Model'),(28, 39, 'Type'),(40, 48, 'Type'),(49, 52, 'Type'),(53, 60, 'Accents'),(61, 68, 'Material'),(69, 74, 'Color'),(75, 81, 'Size')"
